"entity","type","direction","source","notes","date"
"116.106.172.115","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"176.40.123.44","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"176.110.175.6","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"194.44.67.120","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"82.200.127.214","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.87.136.198","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"59.127.98.21","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.120.192.248","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"111.93.85.222","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.134.55.171","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"75.148.228.92","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"206.15.106.34","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"192.40.95.4","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"119.193.140.187","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"112.172.56.205","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.29.125.46","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"95.47.215.100","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"45.76.110.81","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"220.133.207.183","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.126.115.221","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"189.218.78.86","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"202.166.217.151","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"218.94.32.230","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"118.40.214.218","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"217.113.124.217","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.116.241.135","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.133.182.134","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"203.181.59.147","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.5.38.242","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.183.128.222","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.148.66.231","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"218.144.179.84","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.26.238.226","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"119.200.109.47","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.15.115.12","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"45.125.63.238","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"94.228.207.132","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"197.44.136.28","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"209.236.42.123","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"175.100.30.228","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"58.124.198.202","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"39.36.17.196","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"212.47.244.178","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"85.143.95.50","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"185.129.62.62","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"95.153.32.10","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"173.254.216.66","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"113.124.139.3","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"179.177.189.201","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"86.76.6.87","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"147.0.37.150","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"14.183.81.63","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"151.73.14.18","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"50.156.225.209","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"109.74.205.53","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"88.86.174.212","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"179.176.134.118","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.167.205.49","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"184.190.9.248","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"116.107.220.73","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"39.36.50.122","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"105.159.22.62","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.80.180.158","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"177.205.114.161","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.154.157.95","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"114.35.55.7","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"185.21.158.227","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"176.100.38.218","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"171.229.71.102","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"85.70.251.83","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"112.170.252.221","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"59.126.18.147","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"188.128.46.154","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"193.106.129.227","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"114.35.118.99","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.162.209.65","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.132.61.116","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"183.103.201.83","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.215.231.21","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"145.255.30.48","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"88.250.172.137","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"88.150.85.225","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"39.36.111.171","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"182.191.75.2","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"177.239.163.41","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"213.186.147.44","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"104.200.153.95","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"39.36.146.51","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"116.76.107.82","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"181.66.30.195","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"172.245.161.140","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"14.177.4.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"92.115.127.52","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"189.15.114.66","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"220.128.92.69","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"34.194.193.93","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"14.187.205.48","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"210.178.255.172","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"89.238.176.100","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"121.166.211.29","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"79.140.250.2","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"98.176.206.171","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"219.89.115.15","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"146.158.90.205","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"179.43.169.226","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"78.171.194.223","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"187.7.140.19","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"117.4.104.116","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"90.193.113.27","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"177.238.152.179","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"42.113.142.218","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"200.52.6.23","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"27.75.28.134","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"178.68.242.245","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"62.183.2.69","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"124.43.82.226","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"187.156.29.248","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"171.231.158.27","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"46.166.137.228","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.205.136.201","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"27.251.179.109","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.13.45.137","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"203.81.80.250","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"121.224.53.92","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"218.161.11.176","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"62.121.80.53","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"65.169.70.44","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"109.103.6.229","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
